T,TM,Tm,H,PP,VV,V,VM,PM10
34.1,43,23.5,26,0,3.4,15.9,35.2,114.1
34.1,43,23.5,26,0,3.4,15.9,35.2,113.4
34.5,43.6,27.1,25,0,3.1,5.9,14.8,113.24
34.5,43.6,27.1,25,0,3.1,5.9,14.8,103.89
30.6,40.6,22,36,0,2.6,17.6,37,133
30.6,40.6,22,36,0,2.6,17.6,37,127.29
35.6,41.2,25.8,27,0,4.5,8.7,20.6,110.43
35.6,41.2,25.8,27,0,4.5,8.7,20.6,154.65
38.3,44,29.6,21,0,4,13.5,24.1,170.28
38.3,44,29.6,21,0,4,13.5,24.1,129.83
38.3,45,32,18,0,4.5,14.8,25.9,143.97
38.3,45,32,18,0,4.5,14.8,25.9,170.32
27.7,39,23,67,0,2.9,17,37,159.87
27.7,39,23,67,0,2.9,17,37,133.17
27.1,36.9,20.5,68,0,3.5,6.9,25.9,110.13
27.1,36.9,20.5,68,0,3.5,6.9,25.9,67.13
33.3,39,23.3,47,0,4,3.7,13,88.25
33.3,39,23.3,47,0,4,3.7,13,85.13
36.9,43,28.8,25,0,4.2,12,77.8,96.44
36.9,43,28.8,25,0,4.2,12,77.8,145.26
32.7,41.2,28,48,0,3.2,15.7,29.4,114.33
32.7,41.2,28,48,0,3.2,15.7,29.4,132.48
32.3,36.5,25,44,0,4.2,12.8,22.2,124.14
32.3,36.5,25,44,0,4.2,12.8,22.2,74.88
30.8,37.6,22.6,53,0,3.7,7,22.2,102.75
30.8,37.6,22.6,53,0,3.7,7,22.2,107.85
33.6,39.6,26.9,36,0,3.9,14.3,33.5,110.92
33.6,39.6,26.9,36,0,3.9,14.3,33.5,137
34.1,41,29,34,0,4.2,16.1,27.8,151.74
34.1,41,29,34,0,4.2,16.1,27.8,164.04
32.1,41,18.4,47,0,3.7,9.1,22.2,156.69
32.1,41,18.4,47,0,3.7,9.1,22.2,183.66
34.7,40,30,41,0,3.9,14.8,27.8,168.36
34.7,40,30,41,0,3.9,14.8,27.8,153.05
33.9,40.3,26,42,0,3.9,15.4,25.9,96.26
33.9,40.3,26,42,0,3.9,15.4,25.9,119.11
31.9,39.2,24.3,43,0,3.7,11.5,27.8,120.23
31.9,39.2,24.3,43,5.97,3.7,11.5,27.8,143.95
35.3,40,30,41,0,4.2,4.4,20.6,127.91
35.3,40,30,41,0,4.2,4.4,20.6,103.39
33.5,40.8,29,53,11.94,3.9,8.5,22.2,116.72
33.5,40.8,29,53,11.94,3.9,8.5,22.2,64.83
30.3,40.8,26,66,5.97,3.5,10.7,33.5,88.47
30.3,40.8,26,66,0,3.5,10.7,33.5,116.17
29.4,35.2,25,78,0,3.2,6.5,14.8,119.43
29.4,35.2,25,78,0,3.2,6.5,14.8,124.35
29.8,34.2,25.4,74,0,4,6.9,22.2,96.06
29.8,34.2,25.4,74,0,4,6.9,22.2,92.31
30.4,34.6,26,70,0,3.7,13.5,22.2,94.23
30.4,34.6,26,70,0,3.7,13.5,22.2,108.73
32.3,36.8,26.5,49,0,4.2,14.6,22.2,101.53
32.3,36.8,26.5,49,0,4.2,14.6,22.2,119.35
33.3,37.2,27.4,46,0,4.5,13.3,20.6,137.1
33.3,37.2,27.4,46,0,4.5,13.3,20.6,93.14
33.6,38.2,28.4,44,0,4,15.4,27.8,107.22
33.6,38.2,28.4,44,0,4,15.4,27.8,82.95
30.4,35,25.8,67,0,3.7,10.9,22.2,94.73
30.4,35,25.8,67,0,3.7,10.9,22.2,120.92
30.7,35.4,26.5,65,0,4,15.6,29.4,152.56
30.7,35.4,26.5,65,0,4,15.6,29.4,89.61
31.2,37,27,68,0,3.4,11.1,22.2,102.11
31.2,37,27,68,0,3.4,11.1,22.2,58.37
30.9,36,26,71,0,3.7,2,14.8,76.94
30.9,36,26,71,0,3.7,2,14.8,84.15
30.1,36,26,73,0,3.7,10,25.9,107.15
30.1,36,26,73,0,3.7,10,25.9,114.62
28.5,34.8,25.2,81,0,3.2,8.3,22.2,105.2
28.5,34.8,25.2,81,0,3.2,8.3,22.2,106.78
26.7,29,21.9,86,0,3.5,10.4,22.2,110.26
26.7,29,21.9,86,0,3.5,10.4,22.2,121.15
28.9,32.6,24.1,79,0,3.4,12,20.6,109.67
28.9,32.6,24.1,79,0,3.4,12,20.6,93.48
30.2,34,24.4,70,0,4,10.4,18.3,126.91
30.2,34,24.4,70,0,4,10.4,18.3,152.86
26.6,29,23.2,93,0,2.7,8.9,18.3,129.13
26.6,29,23.2,93,0,2.7,8.9,18.3,151.41
27.4,30,23.4,87,0,2.9,12.8,20.6,170.52
27.4,30,23.4,87,0,2.9,12.8,20.6,130.02
27.3,30.5,23.2,82,0,3.7,12.8,22.2,121.14
27.3,30.5,23.2,82,0,3.7,12.8,22.2,128.09
27.3,31.6,22.9,80,0,3.7,15,20.6,150.22
27.3,31.6,22.9,80,0,3.7,15,20.6,154.46
28.9,33.7,26,78,0.7625,2.7,8,14.8,153.94
28.9,33.7,26,78,0.7625,2.7,8,14.8,105
28.1,32.6,24,88,3.05,2.4,9.6,14.8,161.44
28.1,32.6,24,88,3.05,2.4,9.6,14.8,91.06
27.1,31,24.2,88,0,2.6,12.6,22.2,104.68
27.1,31,24.2,88,0,2.6,12.6,22.2,98.54
28.1,32,24,74,0,3.9,14.6,20.6,121.82
28.1,32,24,74,0,3.9,14.6,20.6,107.89
28,33,23.5,73,0,3.9,12.4,18.3,115.08
28,33,23.5,73,0,3.9,12.4,18.3,121.08
29.4,34,24.4,67,0,3.4,14.4,20.6,114.53
29.4,34,24.4,67,0,3.4,14.4,20.6,86.33
30.6,36.3,26.5,67,0,3.2,12.6,22.2,86.35
30.6,36.3,26.5,67,0,3.2,12.6,22.2,116.32
30.8,35,25,68,0,3.9,14.6,22.2,100.89
30.8,35,25,68,0,3.9,14.6,22.2,64.82
31.3,36,25.3,65,0,4.2,13.1,18.3,62.79
31.3,36,25.3,65,0,4.2,13.1,18.3,71.4
26.2,34.1,23,90,0,2.9,8,16.5,68.45
26.2,34.1,23,90,0,2.9,8,16.5,78.51
28.1,33,23.1,81,0,2.7,3.3,18.3,79.9
28.1,33,23.1,81,10.035,2.7,3.3,18.3,72.28
29.3,33,26,77,0,3.1,6.9,14.8,122.98
29.3,33,26,77,0,3.1,6.9,14.8,247.19
27.2,32.2,23,84,20.07,3.1,12.6,20.6,181.04
27.2,32.2,23,84,20.07,3.1,12.6,20.6,101.22
27,31.2,22,79,10.035,3.2,13.1,24.1,92.2
27,31.2,22,79,0,3.2,13.1,24.1,93.03
26.6,31.4,23,82,0,2.9,10,16.5,97.43
26.6,31.4,23,82,0,2.9,10,16.5,102.61
27.4,32.2,21.6,81,0,3.2,7.8,14.8,100.6
27.4,32.2,21.6,81,0,3.2,7.8,14.8,64.36
28.4,34.6,25.3,71,0,3.1,2.8,16.5,67.6
28.4,34.6,25.3,71,0,3.1,2.8,16.5,73.5
30.2,35,25.8,61,0,3.2,2.8,13,72.85
30.2,35,25.8,61,0,3.2,2.8,13,57.46
30.9,36,24.4,57,0,3.5,1.3,9.4,31.24
30.9,36,24.4,57,0,3.5,1.3,9.4,19.14
27.8,35.2,23.7,77,0,2.9,3,27.8,27.54
27.8,35.2,23.7,77,0,2.9,3,27.8,35.04
28.9,35.8,23.2,72,0,3.4,0.6,7.6,39.81
28.9,35.8,23.2,72,0,3.4,0.6,7.6,46.95
30.4,35.6,24,61,0,3.2,0.6,9.4,67.35
30.4,35.6,24,61,0,3.2,0.6,9.4,44.31
31.1,37.4,21,34,0,3.9,1.9,13,37.37
31.1,37.4,21,34,0,3.9,1.9,13,48.46
31.3,37.5,24.2,37,0,3.5,1.1,11.1,62.17
31.3,37.5,24.2,37,0,3.5,1.1,11.1,81.56
30.3,37.2,25,61,0,3.4,5.7,13,78.6
30.3,37.2,25,61,0,3.4,5.7,13,54.61
30.6,36.4,26,45,0,3.5,9.8,16.5,56.49
30.6,36.4,26,45,0,3.5,9.8,16.5,63.6
30.6,36.4,25.7,45,0,3.9,4.8,14.8,88.94
30.6,36.4,25.7,45,0,3.9,4.8,14.8,80.61
31.7,37,26.4,34,0,3.5,7.2,18.3,96.61
31.7,37,26.4,34,0,3.5,7.2,18.3,116.07
31.7,38.4,23.4,27,0,3.9,6.1,14.8,92.25
31.7,38.4,23.4,27,0,3.9,6.1,14.8,94.49
31.7,37.9,24.7,26,0,3.9,6.5,13,147.95
31.7,37.9,24.7,26,0,3.9,6.5,13,143.5
31.4,38,24,24,0,3.9,8.7,16.5,72.79
31.4,38,24,24,0,3.9,8.7,16.5,51.02
30,36.7,21.5,31,0,3.7,4.3,14.8,36.53
30,36.7,21.5,31,0,3.7,4.3,14.8,50.6
30,37,22.3,30,0,3.4,3.9,14.8,45.72
30,37,22.3,30,0,3.4,3.9,14.8,54.55
30.1,37,23.9,30,0,3.5,4.8,18.3,71.1
30.1,37,23.9,30,0,3.5,4.8,18.3,76.78
29.8,37.6,22.2,25,0,3.5,4.3,13,48.21
29.8,37.6,22.2,25,0,3.5,4.3,13,50.57
29.9,38,22,19,0,3.5,5.2,14.8,66.25
29.9,38,22,19,0,3.5,5.2,14.8,193.04
30.4,38.2,21.5,20,0,3.7,7.2,22.2,92.73
30.4,38.2,21.5,20,0,3.7,7.2,22.2,109.34
28.7,36.6,20.8,33,0,3.1,3.3,11.1,102.62
28.7,36.6,20.8,33,0,3.1,3.3,11.1,55.48
29.2,36,21.3,29,0,2.7,2.6,13,49.15
29.2,36,21.3,29,0,2.7,2.6,13,65.09
28.7,36.7,21,23,0,3.1,4.6,14.8,49.74
28.7,36.7,21,23,0,3.1,4.6,14.8,96.85
27.1,34.9,18.5,23,0,3.1,3.1,9.4,119.29
27.1,34.9,18.5,23,0,3.1,3.1,9.4,146.77
27.6,34.7,21,22,0,3.1,5.6,13,84.08
27.6,34.7,21,22,0,3.1,5.6,13,45.03
26.5,34.8,19.2,27,0,2.9,3.5,13,252.96
26.5,34.8,19.2,27,0,2.9,3.5,13,67.1
24.9,33.2,17.8,34,0,2.7,3.3,11.1,114.11
24.9,33.2,17.8,34,0,2.7,3.3,11.1,79.61
25.6,33.2,17.3,28,0,3.1,3.3,13,112.29
25.6,33.2,17.3,28,0,3.1,3.3,13,142.31
26.7,33.7,17.8,26,0,3.1,3.5,16.5,122.71
26.7,33.7,17.8,26,0,3.1,3.5,16.5,104.68
25.9,33.4,17.8,32,0,2.9,2.8,13,104.48
25.9,33.4,17.8,32,0,2.9,2.8,13,141.08
23.8,31,16.8,38,0,2.4,1.5,9.4,179.36
23.8,31,16.8,38,0,2.4,1.5,9.4,152.88
24.1,32,17,32,0,2.4,1.3,11.1,119.96
24.1,32,17,32,0,2.4,1.3,11.1,127.41
23.8,31,17,31,0,2.6,2.4,9.4,148.49
23.8,31,17,31,0,2.6,2.4,9.4,192.43
22.3,31,14.5,35,0,2.4,1.9,9.4,154.79
22.3,31,14.5,35,0,2.4,1.9,9.4,70.43
22.8,30.3,17,37,0,2.4,6.7,14.8,60
22.8,30.3,17,37,0,2.4,6.7,14.8,59.16
22.8,28.7,17.8,42,0,2.4,7.2,13,59.38
22.8,28.7,17.8,42,0,2.4,7.2,13,68.89
20.2,25,13,38,0,1.8,4.4,9.4,57.31
20.2,25,13,38,0,1.8,4.4,9.4,38.46
18.4,25.8,12,30,0,2.6,3.9,11.1,59.04
18.4,25.8,12,30,0,2.6,3.9,11.1,74.68
19.1,25.9,11.5,26,0,2.9,4.3,13,76.92
19.1,25.9,11.5,26,0,2.9,4.3,13,80.86
19.2,28,10.8,26,0,2.6,2.4,9.4,89.36
19.2,28,10.8,26,0,2.6,2.4,9.4,89.02
18.8,28.9,11.2,30,0,2.1,2.4,9.4,94.71
18.8,28.9,11.2,30,0,2.1,2.4,9.4,97.19
20.4,29,11,26,0,2.7,4.4,14.8,78.89
20.4,29,11,26,0,2.7,4.4,14.8,80.35
20.1,28.6,12.3,32,0,2.4,4.8,14.8,113.24
20.1,28.6,12.3,32,0,2.4,4.8,14.8,105.61
19.4,29,14,33,0,2.9,5.6,13,121.22
19.4,29,14,33,0,2.9,5.6,13,103.34
19.2,26.5,13,35,0,2.4,3.7,11.1,134.98
19.2,26.5,13,35,0,2.4,3.7,11.1,81.15
18.2,24.7,12,34,0,3.2,3.3,13,67.36
18.2,24.7,12,34,0,3.2,3.3,13,56.81
18.6,26,10.3,34,0,2.9,1.9,11.1,51.1
18.6,26,10.3,34,0,2.9,1.9,11.1,202.53
19.2,27,10.8,41,0,2.7,1.3,11.1,118.34
19.2,27,10.8,41,0,2.7,1.3,11.1,76.66
14.9,23,9.4,62,0,2.1,4.1,14.8,67.44
14.9,23,9.4,62,0,2.1,4.1,14.8,77.3
16.6,23,10,43,0,2.7,5.2,14.8,64.26
16.6,23,10,43,0,2.7,5.2,14.8,103.68
27.3,31.6,24.4,75,3.05,3.1,7.4,18.3,113.87
27.3,31.6,24.4,75,3.05,3.1,7.4,18.3,110.34
26.9,32.6,22.6,70,0,3.1,5.2,11.1,114.86
26.9,32.6,22.6,70,0,3.1,5.2,11.1,113.7
27.1,32.6,22.4,72,0,3.7,5.9,18.3,113.24
27.1,32.6,22.4,72,0,3.7,5.9,18.3,114.06
28,32,24,72,0,3.7,8.1,20.6,119.42
28,32,24,72,0,3.7,8.1,20.6,119.6
28,32,24.4,76,0,2.9,6.7,14.8,99.98
28,32,24.4,76,0,2.9,6.7,14.8,109.08
27.9,32,24.8,73,0,3.1,5.7,18.3,95.77
27.9,32,24.8,73,0,3.1,5.7,18.3,83.08
26.9,32,21.4,59,0,3.7,5.6,11.1,97.71
26.9,32,21.4,59,0,3.7,5.6,11.1,107.42
26.8,32.4,22,64,0,3.1,8.3,18.3,108.51
26.8,32.4,22,64,0,3.1,8.3,18.3,96.72
27.2,32.4,23.4,70,0,3.1,6.3,11.1,108.96
27.2,32.4,23.4,70,0,3.1,6.3,11.1,140.63
27.7,32.6,24.4,76,0,2.7,7,16.5,111.94
27.7,32.6,24.4,76,0,2.7,7,16.5,123.94
28.1,32.8,21.8,71,0,2.6,7.8,18.3,122.94
28.1,32.8,21.8,71,0,2.6,7.8,18.3,136.05
27.9,32.8,23.4,69,0,1.9,6.5,14.8,136.7
27.9,32.8,23.4,69,0,1.9,6.5,14.8,140.51
28.6,33,24.8,70,0,3.2,7.2,20.6,140.64
28.6,33,24.8,70,0,3.2,7.2,20.6,115.31
28.1,33.4,25,62,0,3.4,8.9,18.3,134.46
28.1,33.4,25,62,0,3.4,8.9,18.3,131.39
27.9,33.4,23.6,65,0,3.7,8.3,18.3,201.76
27.9,33.4,23.6,65,0,3.7,8.3,18.3,120.58
28.6,32.4,25.4,69,0,2.6,7.4,22.2,121.04
28.6,32.4,25.4,69,0,2.6,7.4,22.2,99.69
28.4,33.2,24.2,66,0,3.1,5.6,16.5,85.13
28.4,33.2,24.2,66,0,3.1,5.6,16.5,109.65
28.2,33.6,23.2,62,0,3.4,7.4,14.8,95.35
28.2,33.6,23.2,62,0,3.4,7.4,14.8,113.52
28.6,34.2,23,56,0,4,5.9,14.8,100.73
28.6,34.2,23,56,0,4,5.9,14.8,97.41
28.7,33,25.6,71,0,3.2,7,16.5,158.39
28.7,33,25.6,71,0,3.2,7,16.5,128.53
28.6,33,25.4,69,0,3.5,8.3,18.3,102.17
28.6,33,25.4,69,0,3.5,8.3,18.3,97.42
28.2,32.8,24.4,72,0,3.7,7.4,18.3,93.48
28.2,32.8,24.4,72,0,3.7,7.4,18.3,101.4
28.5,33,25,75,3.05,3.4,7.4,18.3,256.55
28.5,33,25,75,3.05,3.4,7.4,18.3,209.44
28.1,33,24.4,75,0,4,5.2,33.5,179.02
28.1,33,24.4,75,0,4,5.2,33.5,116.84
28.8,32.8,25.4,74,0,4,6.5,18.3,129.32
28.8,32.8,25.4,74,0,4,6.5,18.3,130.88
28.6,32,24.4,72,0,3.5,6.5,14.8,82.01
28.6,32,24.4,72,0,3.5,6.5,14.8,107.54
28.5,32.6,24.4,74,0,3.5,7,18.3,119.02
28.5,32.6,24.4,74,0,3.5,7,18.3,108.39
28.2,33.6,24.4,72,0,4,6.1,18.3,160.29
28.2,33.6,24.4,72,0,4,6.1,18.3,158.21
28.7,34.4,24.2,66,0,3.5,6.9,18.3,137.54
28.7,34.4,24.2,66,0,3.5,6.9,18.3,117.31
28.9,34.4,25,72,0,4,6.9,22.2,91.65
28.9,34.4,25,72,0,4,6.9,22.2,90.44
28.9,32.8,25.6,71,0,3.5,8.5,24.1,41.62
28.9,32.8,25.6,71,0,3.5,8.5,24.1,76.06
28.7,33,24,70,0,4,8.3,22.2,48.51
28.7,33,24,70,0,4,8.3,22.2,31.87
29.2,33,25.4,72,0.76,3.7,8.5,18.3,40.93
29.2,33,25.4,72,0.76,3.7,8.5,18.3,52.8
28.4,32,25.4,77,4.06,3.7,7.6,18.3,55.58
28.4,32,25.4,77,4.06,3.7,7.6,18.3,34.28
29.3,32.8,25.8,72,0,4,7.2,22.2,41.28
29.3,32.8,25.8,72,0,4,7.2,22.2,42.23
28.8,32.8,25.2,74,3.05,10.3,6.9,14.8,52.03
28.8,32.8,25.2,74,3.05,10.3,6.9,14.8,53.13
28.5,32.4,23.6,77,26.92,4,6.5,18.3,46.07
28.5,32.4,23.6,77,26.92,4,6.5,18.3,39.45
29.2,33.4,25.3,75,0,4,8.7,14.8,29.48
29.2,33.4,25.3,75,0,4,8.7,14.8,21.13
28.7,33.4,25.6,72,0.25,3.7,5.6,18.3,23.28
28.7,33.4,25.6,72,0.25,3.7,5.6,18.3,40.42
28.8,32.6,25.6,74,0,4,6.5,18.3,40
28.8,32.6,25.6,74,0,4,6.5,18.3,28.51
29.8,33.6,26.6,75,0,3.7,5.7,14.8,27.99
29.8,33.6,26.6,75,0,3.7,5.7,14.8,30.75
29.4,33.6,26.4,77,0,4,5.7,14.8,47.4
29.4,33.6,26.4,77,0,4,5.7,14.8,46.91
29.4,33,25.8,75,0,3.5,5,14.8,32.39
29.4,33,25.8,75,0,3.5,5,14.8,32.7
30.4,33.8,27.2,73,0,3.7,5.9,14.8,31.14
30.4,33.8,27.2,73,0,3.7,5.9,14.8,29.26
30.3,33.4,27.2,73,0,4,6.5,18.3,39.15
30.3,33.4,27.2,73,0,4,6.5,18.3,32.49
30.6,34.8,26.6,69,0,3.4,6.1,14.8,25.64
30.6,34.8,26.6,69,0,3.4,6.1,14.8,22.91
29.7,34,26.4,72,2.8575,4,8.7,20.6,25.83
29.7,34,26.4,72,2.8575,4,8.7,20.6,27.63
29.2,34.2,25.4,79,0.76,3.7,7.4,14.8,40
29.2,34.2,25.4,79,0.76,3.7,7.4,14.8,48.1
29.3,34.2,26,81,9.91,4,5,14.8,31.3
29.3,34.2,26,81,9.91,4,5,14.8,33.47
30,33.4,26.2,74,0,4,7.2,18.3,24.74
30,33.4,26.2,74,0,4,7.2,18.3,43.48
27.7,33.6,23,83,35.05,3.7,5.9,18.3,36.21
27.7,33.6,23,83,35.05,3.7,5.9,18.3,35.46
29.4,33.6,22.6,80,0,4,5,11.1,39.08
29.4,33.6,22.6,80,0,4,5,11.1,40.1
27.7,33,24.4,82,20.07,4,6.5,18.3,45.89
27.7,33,24.4,82,20.07,4,6.5,18.3,42.51
28.3,33,25,76,0,4,5,18.3,49.33
28.3,33,25,76,0,4,5,18.3,28.83
28.7,32.4,24.8,74,0,4,7,18.3,28.02
28.7,32.4,24.8,74,0,4,7,18.3,32.4
29,32.8,25.4,74,0,4,7.2,14.8,23.51
29,32.8,25.4,74,0,4,7.2,14.8,49.33
29.4,33.4,26.2,76,0,4,7.8,18.3,25.58
29.4,33.4,26.2,76,0,4,7.8,18.3,39.4
29.5,33.2,25.6,75,0,4,7.4,18.3,40.78
29.5,33.2,25.6,75,0,4,7.4,18.3,19.19
27,33,24.5,88,0,3.2,7.6,18.3,36.35
27,33,24.5,88,0,3.2,7.6,18.3,30.74
28.2,33.2,22.8,77,1.525,4,4.6,11.1,38.57
28.2,33.2,22.8,77,1.525,4,4.6,11.1,38.16
27.2,32.8,24.2,81,6.1,4,4.4,18.3,18.65
27.2,32.8,24.2,81,6.1,4,4.4,18.3,22.3
27.8,33,22.8,79,0,4,5.2,14.8,45.46
27.8,33,22.8,79,0,4,5.2,14.8,47.41
30.2,33.4,25.8,74,0,4,8.3,18.3,50.99
30.2,33.4,25.8,74,0,4,8.3,18.3,40.29
30.5,33.4,27.2,73,0,4,5.6,14.8,40.36
30.5,33.4,27.2,73,0,4,5.6,14.8,25.81
30,33.4,26,72,0,4,6.7,14.8,53.05
30,33.4,26,72,0,4,6.7,14.8,45.16
29.1,33,25.6,77,0.51,3.7,6.3,11.1,16.45
29.1,33,25.6,77,0.51,3.7,6.3,11.1,20.53
28.9,33.8,26.2,74,0,4,5.7,16.5,15.06
28.9,33.8,26.2,74,0,4,5.7,16.5,19.41
27,33.8,25.2,81,0,4,5.2,14.8,24.34
27,33.8,25.2,81,0,4,5.2,14.8,17.91
27.2,32.4,24.6,84,18.03,3.7,7.2,11.1,13.78
27.2,32.4,24.6,84,18.03,3.7,7.2,11.1,17.09
28.8,32,24.2,77,0.25,4,7,14.8,44.7
28.8,32,24.2,77,0.25,4,7,14.8,52.99
29.2,32.6,25.6,75,0,4,6.3,14.8,43.64
29.2,32.6,25.6,75,0,4,6.3,14.8,23.46
28.1,32.6,24.6,81,0,3.5,7.6,14.8,32.58
28.1,32.6,24.6,81,0,3.5,7.6,14.8,41.13
28.7,32.6,23.8,81,9.91,4,6.7,14.8,16.96
28.7,32.6,23.8,81,9.91,4,6.7,14.8,66.09
29.9,33,24.2,82,0,4,7.6,18.3,33.77
29.9,33,24.2,82,0,4,7.6,18.3,39.49
30.4,33.2,26.4,80,0,4,10.4,18.3,45.85
30.4,33.2,26.4,80,0,4,10.4,18.3,27.81
30.6,33.6,27.6,77,0,3.7,6.7,13,41.2
30.6,33.6,27.6,77,0,3.7,6.7,13,11.25
30.3,33.6,27.4,76,0,4,8.5,14.8,24.5
30.3,33.6,27.4,76,0,4,8.5,14.8,50.98
28.2,33.4,25,87,28.96,3.1,11.1,14.8,62.4
28.2,33.4,25,87,28.96,3.1,11.1,14.8,39.28
28.2,31.4,24.9,84,0,3.7,8.5,18.3,26.27
28.2,31.4,24.9,84,0,3.7,8.5,18.3,26.08
28.8,32.6,25.6,83,2.03,4,7,14.8,19.38
28.8,32.6,25.6,83,2.03,4,7,14.8,38.86
29,33.4,25.4,80,0,4,10.7,18.3,41.74
29,33.4,25.4,80,0,4,10.7,18.3,10.97
21.1,24.3,18.4,81,1.353333333,1.9,8,14.8,57
21.1,24.3,18.4,81,1.353333333,1.9,8,14.8,50.87
23.6,27.9,19,79,2.03,2.3,8,22.2,43.04
23.6,27.9,19,79,2.03,2.3,8,22.2,46.49
24.1,30.6,20,84,0,2.4,8.3,18.3,42.1
24.1,30.6,20,84,0,2.4,8.3,18.3,54.89
19.3,24.2,13.6,68,0,2.1,5.2,14.8,51.27
19.3,24.2,13.6,68,0,2.1,5.2,14.8,40.66
19,25.5,13.2,72,0,1.9,5.4,14.8,48.94
19,25.5,13.2,72,0,1.9,5.4,14.8,48.94
18.8,23.8,14,73,0,1.9,7,14.8,48.94
18.8,23.8,14,73,0,1.9,7,14.8,48.46727273
18,23.7,12.5,71,0,1.9,5,13,48.46727273
18,23.7,12.5,71,0,1.9,5,13,48.46727273
19.2,24.5,13.7,66,0,1.8,4.8,14.8,48.46727273
19.2,24.5,13.7,66,0,1.8,4.8,14.8,48.46727273
19.4,25.9,13.6,70,0,2.1,5.6,14.8,48.46727273
19.4,25.9,13.6,70,0,2.1,5.6,14.8,48.46727273
16.4,22,12,78,0,1.8,6.1,13,48.46727273
16.4,22,12,78,0,1.8,6.1,13,48.46727273
16.8,23.6,12,72,0,2.1,7.4,16.5,48.46727273
16.8,23.6,12,72,0,2.1,7.4,16.5,19.613
17.7,25.3,12,65,0,2.3,5.6,18.3,19.613
17.7,25.3,12,65,0,2.3,5.6,18.3,19.613
20.1,27,14.5,68,0,2.3,5.2,14.8,19.613
20.1,27,14.5,68,0,2.3,5.2,14.8,19.613
20,26.7,15,66,0,2.6,5.6,13,19.613
20,26.7,15,66,0,2.6,5.6,13,27.5
20.5,27,15,67,0,2.3,5,14.8,27.5
20.5,27,15,67,0,2.3,5,14.8,27.5
17,23.2,12,63,0,2.3,6.7,16.5,27.5
17,23.2,12,63,0,2.3,6.7,16.5,27.5
17.5,24.3,12,61,0,2.3,6.9,14.8,27.5
17.5,24.3,12,61,0,2.3,6.9,14.8,27.5
18.4,25.3,12,60,0,2.1,4.6,14.8,27.5
18.4,25.3,12,60,0,2.1,4.6,14.8,27.5
20.4,28.7,13,60,0,2.4,4.4,14.8,27.5
20.4,28.7,13,60,0,2.4,4.4,14.8,27.5
18.7,25.3,12.6,61,0,2.3,4.4,13,27.5
18.7,25.3,12.6,61,0,2.3,4.4,13,27.5
21.1,29,13,59,0,2.3,3.1,9.4,27.5
21.1,29,13,59,0,2.3,3.1,9.4,9.575
21.4,27.8,15.4,65,0,2.1,5.6,18.3,9.575
21.4,27.8,15.4,65,0,2.1,5.6,18.3,9.575
20.9,27.5,16,64,0,2.1,5.2,13,9.575
20.9,27.5,16,64,0,2.1,5.2,13,9.575
22,29,15,64,0,2.3,5.9,14.8,9.575
22,29,15,64,0,2.3,5.9,14.8,9.575
23.4,30.6,19,75,0,1.9,9.1,18.3,9.575
23.4,30.6,19,75,0,1.9,9.1,18.3,9.575
24,29.7,20,77,0,2.6,10,18.3,9.575
24,29.7,20,77,0,2.6,10,18.3,9.575
25.6,32.8,21,64,0,2.4,5.6,13,9.575
25.6,32.8,21,64,0,2.4,5.6,13,9.575
26.7,34,20,62,0,2.6,8.7,16.5,9.575
26.7,34,20,62,0,2.6,8.7,16.5,12.03
27.1,33,22,68,0,2.3,6.9,14.8,9.575
27.1,33,22,68,0,2.3,6.9,14.8,9.575
27.3,34.4,22,65,0,2.9,13.9,24.1,7.12
27.3,34.4,22,65,0,2.9,13.9,24.1,64.941
27.6,34.7,21.8,64,0,2.6,10.7,20.6,64.941
27.6,34.7,21.8,64,0,2.6,10.7,20.6,64.941
26.7,33.7,21,61,0,2.6,5.2,11.1,64.941
26.7,33.7,21,61,0,2.6,5.2,11.1,64.941
26.3,34.2,20,57,0,2.7,8.1,24.1,64.941
26.3,34.2,20,57,0,2.7,8.1,24.1,112.358
26,32,21,63,0,2.3,5.2,13,133.18
26,32,21,63,0,2.3,5.2,13,128.66
23.6,29.9,18,50,0,2.9,5.9,16.5,107.03
23.6,29.9,18,50,0,2.9,5.9,16.5,105.68
24.3,31.7,18,51,0,2.9,5,14.8,87.24
24.3,31.7,18,51,0,2.9,5,14.8,53.19
25.8,33.2,19,52,0,2.6,5.6,14.8,60.16
25.8,33.2,19,52,0,2.6,5.6,14.8,48.96
26.4,33.8,18.1,48,0,2.4,4.4,11.1,44.58
26.4,33.8,18.1,48,0,2.4,4.4,11.1,46.54
28.6,34.5,22,52,0,2.7,7.6,14.8,45.36
28.6,34.5,22,52,0,2.7,7.6,14.8,46.08
28.7,35.3,23,46,0,2.9,7,20.6,33.83
28.7,35.3,23,46,0,2.9,7,20.6,26.42
26.6,32.5,21,48,0,2.9,8.3,18.3,35
26.6,32.5,21,48,0,2.9,8.3,18.3,55.13
26.3,33,20,48,0,2.9,5.9,13,57.99
26.3,33,20,48,0,2.9,5.9,13,55.35
27.3,34,19,49,0,2.7,5.7,14.8,50.73
27.3,34,19,49,0,2.7,5.7,14.8,53.17
29,35.4,24,69,0,2.7,12.6,18.3,47.83
29,35.4,24,69,0,2.7,12.6,18.3,65.18
28.9,34.8,25,69,0,3.2,13.9,18.3,37.89
28.9,34.8,25,69,0,3.2,13.9,18.3,28.42
