T,TM,Tm,H,PP,VV,V,VM,NO2
12.7,20.4,6.1,79,0,1.1,3.9,7.6,24.79
12.7,20.4,6.1,79,0,1.1,3.9,7.6,24.83
13.7,20.8,7,78,0,1.4,4.6,14.8,25.62
13.7,20.8,7,78,0,1.4,4.6,14.8,18.68
13.9,22.2,6.6,77,0,1.6,3.1,11.1,17.45
13.9,22.2,6.6,77,0,1.6,3.1,11.1,14.8
20,27.4,12.3,67,0,1.8,12,18.3,17.35
20,27.4,12.3,67,0,1.8,12,18.3,20.11
18.8,27.8,13.7,63,0,1.8,13.9,18.3,17.61
18.8,27.8,13.7,63,0,1.8,13.9,18.3,18.46
18.2,25.4,11.5,61,0,1.9,14.1,18.3,14.36
18.2,25.4,11.5,61,0,1.9,14.1,18.3,15.14
19.1,26.9,8.1,70,0,1.9,8.9,18.3,16.95
19.1,26.9,8.1,70,0,1.9,8.9,18.3,21.36
21.8,27.2,13.6,68,1.015,2.1,12.4,22.2,21.88
21.8,27.2,13.6,68,1.015,2.1,12.4,22.2,17.97
16.8,27.5,14.2,85,2.03,2.6,9.8,16.5,21.66
16.8,27.5,14.2,85,2.03,2.6,9.8,16.5,17.65
19.3,26.4,13,79,0,1.4,3.1,9.4,16.46
19.3,26.4,13,79,0,1.4,3.1,9.4,19.53
20.3,27.2,12.7,73,0,1.4,4.3,14.8,18.49
20.3,27.2,12.7,73,0,1.4,4.3,14.8,21.34
20.7,27.4,13,82,0,1.8,4.6,9.4,25.12
20.7,27.4,13,82,0,1.8,4.6,9.4,23.45
21.9,27.6,14.4,77,0,1.9,3.1,7.6,26.17
21.9,27.6,14.4,77,0,1.9,3.1,7.6,31.96
21.2,27.8,14.6,81,0,1.9,1.3,5.4,34.76
21.2,27.8,14.6,81,0,1.9,1.3,5.4,42.67
21.1,28.6,14.3,72,0,1.9,3.7,11.1,32.8
21.1,28.6,14.3,72,0,1.9,3.7,11.1,31.36
17.3,22.4,13,91,20.07,1.9,3.9,9.4,45.36
17.3,22.4,13,91,20.07,1.9,3.9,9.4,42.43
18,24.4,11.1,79,99.06,1.9,5,11.1,27.35
18,24.4,11.1,79,99.06,1.9,5,11.1,30.92
18.3,25,12.4,72,0,2.7,8.5,18.3,37.79
18.3,25,12.4,72,0,2.7,8.5,18.3,26.95
21.3,28,13.8,63,0,2.6,5.6,9.4,17.1
21.3,28,13.8,63,0,2.6,5.6,9.4,19.02
18.5,28.3,15.6,88,0,1.9,4.8,9.4,18.51
18.5,28.3,15.6,88,0,1.9,4.8,9.4,17.05
18.8,25,12,78,37.08,1.6,4.8,11.1,22.99
18.8,25,12,78,37.08,1.6,4.8,11.1,24.78
23.2,29.8,16,73,0,2.1,4.1,9.4,28.02
23.2,29.8,16,73,0,2.1,4.1,9.4,34.11
24.7,31.2,16.4,72,0,1.9,3.7,7.6,25.87
24.7,31.2,16.4,72,0,1.9,3.7,7.6,21.25
23.6,31.4,17.8,72,0,2.6,3.1,7.6,22.65
23.6,31.4,17.8,72,0,2.6,3.1,7.6,25.81
25.6,33,16.8,70,0,3.1,5.6,14.8,32.01
25.6,33,16.8,70,0,3.1,5.6,14.8,34.31
24.1,33.3,19,75,0,1.9,8.7,18.3,30.94
24.1,33.3,19,75,0,1.9,8.7,18.3,30.05
21.7,29.2,17.6,80,1.02,2.6,7.4,14.8,25.46
21.7,29.2,17.6,80,1.02,2.6,7.4,14.8,26.01
24.5,32.2,16,54,0,2.6,6.3,9.4,25.95
24.5,32.2,16,54,0,2.6,6.3,9.4,24.58
25.6,32.6,17.4,56,0,2.3,6.3,9.4,16.94
25.6,32.6,17.4,56,0,2.3,6.3,9.4,18.32
24.8,32.7,18.4,53,0,3.7,8.3,16.5,17.78
24.8,32.7,18.4,53,0,3.7,8.3,16.5,20.37
23.2,31,15.4,51,0,3.1,7.2,14.8,23.7
23.2,31,15.4,51,0,3.1,7.2,14.8,20.61
26.7,35.8,17.6,50,0,2.7,8.1,14.8,16.39
26.7,35.8,17.6,50,0,2.7,8.1,14.8,16.84
25.8,34.2,19.8,49,0,3.5,6.1,13,21.41
25.8,34.2,19.8,49,0,3.5,6.1,13,22.06
24.6,33.5,13.5,57,0,3.5,4.6,11.1,21.46
24.6,33.5,13.5,57,0,3.5,4.6,11.1,21.6
30.7,37.6,20.6,49,0,3.5,6.7,14.8,21.57
30.7,37.6,20.6,49,0,3.5,6.7,14.8,17.96
31.1,39.2,23.2,55,0,2.7,2.2,7.6,21.05
0.7,5.8,2.6,54,1.52,23.8,8.7,22.2,7.76
0.7,5.8,2.6,54,1.52,23.8,8.7,22.2,7.416
3.1,8.7,2.9,48,0,17.1,8,20.6,7.95
3.1,8.7,2.9,48,0,17.1,8,20.6,7.8
4,9.2,1.4,61,0,32.5,5.2,9.4,7.95
4,9.2,1.4,61,0,32.5,5.2,9.4,5.9
7.8,13.1,3.4,47,4.06,20,6.7,13,7.48
7.8,13.1,3.4,47,4.06,20,6.7,13,16.13
5.3,11.5,0.5,52,0,27.5,6.9,14.8,19.16
5.3,11.5,0.5,52,0,27.5,6.9,14.8,19.28
5.8,12.4,0.4,53,0,23.8,5,11.1,19.55
5.8,12.4,0.4,53,0,23.8,5,11.1,19.76
7.2,12.9,0.1,55,0,24.9,5.6,11.1,13.29
7.2,12.9,0.1,55,0,24.9,5.6,11.1,5.13
9.7,12.9,3.6,78,0.51,20,4.8,14.8,3.9
9.7,12.9,3.6,78,0.51,20,4.8,14.8,0.72
9.9,14.6,4.1,63,49.02,20,8,16.5,0.69
9.9,14.6,4.1,63,49.02,20,8,16.5,2.61
6.5,13.1,0.9,51,19.812,18.8,7.8,16.5,2.61
6.5,13.1,0.9,51,0,18.8,7.8,16.5,0.33
7.6,13,0.8,54,0,21.2,7.2,11.1,0.68
7.6,13,0.8,54,0,21.2,7.2,11.1,0.68
10.4,13.8,4.4,77,0,13,5.4,9.4,2.63
10.4,13.8,4.4,77,0,13,5.4,9.4,0.36
9.4,14,1.9,67,0,18.8,5.4,9.4,0.81
9.4,14,1.9,67,0,18.8,5.4,9.4,0.27
9.2,11.6,6.9,97,40.89,9.8,5.2,7.6,0.87
9.2,11.6,6.9,97,40.89,9.8,5.2,7.6,1.19
10.7,18.2,4.8,53,0,16.3,7.2,16.5,1.42
10.7,18.2,4.8,53,0,16.3,7.2,16.5,1.63
5.2,8.9,1.4,42,0.51,21.2,7.2,14.8,1.77
5.2,8.9,1.4,42,0.51,21.2,7.2,14.8,1.72
3.9,9.9,0.6,49,0,24.9,8,14.8,1.79
3.9,9.9,0.6,49,0,24.9,8,14.8,1.89
5.1,10.9,0.7,49,0,21.2,7,16.5,1.94
5.1,10.9,0.7,49,0,21.2,7,16.5,1.89
5.5,11.5,0.1,47,0,29.9,7.6,16.5,1.94
5.5,11.5,0.1,47,0,29.9,7.6,16.5,1.89
7.3,11,0.9,65,0,18.8,5.2,9.4,2.24
7.3,11,0.9,65,0,18.8,5.2,9.4,2.32
4.4,12.6,2.1,41,0,21.2,11.3,22.2,2.31
4.4,12.6,2.1,41,0,21.2,11.3,22.2,2.47
1.3,7.5,2.6,46,0,27.5,6.9,18.3,6.94
1.3,7.5,2.6,46,0,27.5,6.9,18.3,6.96
4.5,10.6,1.3,34,0,26.2,9.1,22.2,6.99
4.5,10.6,1.3,34,0,26.2,9.1,22.2,7
5.6,11.7,1.4,51,0,24.9,4.6,9.4,7
5.6,11.7,1.4,51,0,24.9,4.6,9.4,6.99
9.8,14.4,0.2,51,0,17.5,5.9,11.1,7
9.8,14.4,0.2,51,0,17.5,5.9,11.1,5
6.3,11.3,0.7,46,0,17.5,9.1,18.3,5
6.3,11.3,0.7,46,0,17.5,9.1,18.3,2.99
6.8,13.6,0.7,47,0,29.9,6.9,11.1,2.99
6.8,13.6,0.7,47,0,29.9,6.9,11.1,2.99
9.1,11.7,1.3,76,0,12.7,5.2,9.4,2.99
9.1,11.7,1.3,76,9.23,12.7,5.2,9.4,2.99
10.7,15.2,4,70,9.23,13.7,4.6,7.6,2.99
10.7,15.2,4,70,9.23,13.7,4.6,7.6,3
8.6,12.3,3.9,93,9.91,13.7,5,9.4,3.14
8.6,12.3,3.9,93,9.91,13.7,5,9.4,3.5
7.9,14,3.7,39,7.87,24.9,8.9,14.8,3.5
7.9,14,3.7,39,7.87,24.9,8.9,14.8,3.5
7.2,12.9,2,71,11.94,19,7,16.5,3.5
7.2,12.9,2,71,11.94,19,7,16.5,3.5
8.2,14.2,1.8,57,4.57,13.7,5.9,9.4,3.5
8.2,14.2,1.8,57,4.57,13.7,5.9,9.4,3.5
8.6,11.5,4,87,0,13.5,6.9,11.1,3.5
8.6,11.5,4,87,0,13.5,6.9,11.1,2.518
9.9,10.5,7.9,96,2.03,19.125,4.4,7.6,3.51
9.9,10.5,7.9,96,2.03,19.125,4.4,7.6,3.5
12.6,18,7.4,80,10.92,24.9,3.1,7.6,2.98
12.6,18,7.4,80,10.92,24.9,3.1,7.6,1.3
8.8,13.8,4.4,72,2.54,13.2,6.3,13,1.3
8.8,13.8,4.4,72,2.54,13.2,6.3,13,1.3
9.3,14.2,0.4,50,0,23.8,6.9,11.1,1.3
9.3,14.2,0.4,50,0,23.8,6.9,11.1,1.3
11.4,17.1,6,47,0,20,6.7,16.5,1.3
11.4,17.1,6,47,0,20,6.7,16.5,1.3
10.8,11.7,7.5,97,1.52,8.5,5.2,7.6,1.3
10.8,11.7,7.5,97,1.52,8.5,5.2,7.6,1.96
15.8,22.2,11.1,87,57.4,17.5,5.4,11.1,2.8
15.8,22.2,11.1,87,57.4,17.5,5.4,11.1,2.82
15.7,20.5,10.8,78,6.1,20,5.9,11.1,3.62
15.7,20.5,10.8,78,6.1,20,5.9,11.1,3.5
14.7,19.6,9.3,77,0,18.8,5.4,11.1,3.15
14.7,19.6,9.3,77,0,18.8,5.4,11.1,3.19
8.3,14.1,2.3,36,0,29.9,8.1,16.5,3.66
8.3,14.1,2.3,36,0,29.9,8.1,16.5,3.55
9.3,14.5,2.2,47,0,22.5,6.7,11.1,3.16
9.3,14.5,2.2,47,0,22.5,6.7,11.1,2.73
12.9,17.5,3.9,49,0,23.8,5.7,11.1,0.19
12.9,17.5,3.9,49,0,23.8,5.7,11.1,0.06
17.6,21.9,12.5,80,0,10.9,4.3,11.1,0.06
17.6,21.9,12.5,80,0,10.9,4.3,11.1,0.06
17.6,22.5,13.6,83,12.45,10.9,3.7,9.4,0.06
17.6,22.5,13.6,83,12.45,10.9,3.7,9.4,0.06
15.9,19.7,13.5,92,0,8.5,5.7,9.4,0.06
15.9,19.7,13.5,92,0,8.5,5.7,9.4,0.41
19.5,21.4,14.7,98,34.54,4.3,5.9,13,0.41
19.5,21.4,14.7,98,34.54,4.3,5.9,13,0.41
13.2,18.7,9.5,67,5.59,23.8,4.8,7.6,0.41
13.2,18.7,9.5,67,5.59,23.8,4.8,7.6,0.41
11.9,16.7,9.4,58,5.08,26.2,6.1,11.1,0.41
11.9,16.7,9.4,58,5.08,26.2,6.1,11.1,0.41
13.2,15,10,90,0,14.8,5,9.4,0.41
13.2,15,10,90,0,14.8,5,9.4,0.41
16.1,18.6,12.5,94,12.45,12.6,6.1,11.1,0.41
16.1,18.6,12.5,94,12.45,12.6,6.1,11.1,0.41
15.2,21.7,9.5,68,9.4,16.3,8,16.5,0.41
15.2,21.7,9.5,68,9.4,16.3,8,16.5,0.41
14.3,18.9,9.5,49,1.02,23.8,9.6,20.6,0.41
14.3,18.9,9.5,49,1.02,23.8,9.6,20.6,0.41
20.1,21.2,15.3,82,0,8.7,8.3,16.5,0.41
20.1,21.2,15.3,82,0,8.7,8.3,16.5,0.41
19.8,22.4,16.6,88,91.44,4.8,6.1,13,0.41
19.8,22.4,16.6,88,91.44,4.8,6.1,13,0.41
16.7,25.6,9.8,51,12.45,27.5,7.4,13,0.41
16.7,25.6,9.8,51,12.45,27.5,7.4,13,0.41
18.5,23.3,12.5,63,0,16.3,6.9,13,0.41
18.5,23.3,12.5,63,0,16.3,6.9,13,0.41
19.2,24.5,13.3,66,0,15,6.3,11.1,0.41
19.2,24.5,13.3,66,0,15,6.3,11.1,0.41
20.4,25.4,14.1,72,0,14.3,5.7,13,0.41
20.4,25.4,14.1,72,0,14.3,5.7,13,0.41
19.8,24.7,13.8,70,0,27.5,7,14.8,0.41
19.8,24.7,13.8,70,0,27.5,7,14.8,0.41
20.7,26.9,14.9,64,0,26.2,6.3,13,0.41
20.7,26.9,14.9,64,0,26.2,6.3,13,0.41
19.2,22.9,16.4,90,0,14.3,5.2,9.4,0.41
19.2,22.9,16.4,90,0,14.3,5.2,9.4,0.41
18.2,23.4,14.3,74,0,17.1,6.1,11.1,0.41
18.2,23.4,14.3,74,0,17.1,6.1,11.1,1.5425
20.2,24.6,14.1,67,1.52,22.5,6.3,13,1.5425
20.2,24.6,14.1,67,1.52,22.5,6.3,13,1.5425
17,20.1,13.9,86,0,20,5.6,9.4,1.5425
17,20.1,13.9,86,0,20,5.6,9.4,1.5425
19.7,25.5,10.8,66,115.06,20,6.7,13,1.5425
19.7,25.5,10.8,66,115.06,20,6.7,13,1.5425
21.6,24.9,13.8,67,0,16.3,5.9,9.4,1.5425
21.6,24.9,13.8,67,0,16.3,5.9,9.4,1.5425
23.6,27.2,18.7,84,0,10,5.7,11.1,1.5425
23.6,27.2,18.7,84,0,10,5.7,11.1,1.53
22.1,29,16.8,78,22.1,24.9,6.7,14.8,1.55
22.1,29,16.8,78,22.1,24.9,6.7,14.8,1.54
22.1,27.4,15.8,49,0,29.9,7.4,13,1.55
22.1,27.4,15.8,49,0,29.9,7.4,13,1.453333333
19.6,26.9,14.7,50,0,28.8,7.8,13,0.1
19.6,26.9,14.7,50,0,28.8,7.8,13,1.453333333
21.4,26.4,15.4,62,0,32.5,6.5,13,1.453333333
21.4,26.4,15.4,62,0,32.5,6.5,13,2.12
22.3,28,16.4,66,0,21.2,7.8,13,2.14
22.3,28,16.4,66,0,21.2,7.8,13,2.4
23.6,29.6,17,53,0,22.5,6.7,13,2.2
23.6,29.6,17,53,0,22.5,6.7,13,2.19
23.3,27.4,19.7,79,5.08,18.8,6.1,13,2.34
23.3,27.4,19.7,79,5.08,18.8,6.1,13,2.29
23.9,27.6,19.5,74,0,15,5.9,13,2.38
23.9,27.6,19.5,74,0,15,5.9,13,2.16
22.9,26.9,20.9,87,0,12.7,4.4,9.4,2
22.9,26.9,20.9,87,0,12.7,4.4,9.4,2.17
21.1,25.1,18,74,49.53,15.8,4.6,7.6,2.35
21.1,25.1,18,74,49.53,15.8,4.6,7.6,2.4
20.8,27.3,14.2,73,0,2.3,3.1,7.6,10.37
20.8,27.3,14.2,73,0,2.3,3.1,7.6,9.3
20.1,26.8,13.2,83,0,1.8,0.6,5.4,10.82
20.1,26.8,13.2,83,0,1.8,0.6,5.4,9.65
18.4,21.8,16.4,90,0,1.9,1.7,7.6,11.71
18.4,21.8,16.4,90,0,1.9,1.7,7.6,13.63
18.8,24.6,14.6,84,0,2.4,3.5,14.8,21.87
18.8,24.6,14.6,84,0,2.4,3.5,14.8,19.93
18.5,25.8,13,82,0,2.6,4.4,18.3,10.49
18.5,25.8,13,82,0,2.6,4.4,18.3,24.76
18.1,26,13.3,74,0,3.1,3.9,13,17.65
18.1,26,13.3,74,0,3.1,3.9,13,13.79
17.4,26,11,80,0,2.4,3,11.1,11.73
17.4,26,11,80,0,2.4,3,11.1,11.5
17.4,26.7,10.8,75,0,2.3,2.2,11.1,18.77
17.4,26.7,10.8,75,0,2.3,2.2,11.1,18.6
18.1,27.2,11.5,79,0,2.4,2.4,7.6,15.4
18.1,27.2,11.5,79,0,2.4,2.4,7.6,9.74
15.6,21.8,11.4,88,0,1.8,2.4,9.4,10.2
15.6,21.8,11.4,88,0,1.8,2.4,9.4,15.01
16.2,23,13,89,0,1.8,1.3,5.4,21.06
16.2,23,13,89,0,1.8,1.3,5.4,21.55
16.9,26.3,11,81,0,1.9,3,11.1,19.23
16.9,26.3,11,81,0,1.9,3,11.1,17.73
19.3,27.2,13,72,0,2.7,2.8,9.4,16.95
19.3,27.2,13,72,0,2.7,2.8,9.4,21.98
18.7,26.3,13.2,80,0,2.3,1.9,9.4,30.42
18.7,26.3,13.2,80,0,2.3,1.9,9.4,24.74
20.1,27.3,14,77,0,2.4,3.1,9.4,23.71
20.1,27.3,14,77,0,2.4,3.1,9.4,24.87
16.2,23.6,11,73,0,2.3,3.1,11.1,31.59
16.2,23.6,11,73,0,2.3,3.1,11.1,16.31
16.7,25,11,74,0,2.6,3.9,14.8,15.9
16.7,25,11,74,0,2.6,3.9,14.8,12.45
17.3,27,10,68,0,2.7,3.3,13,8.41
17.3,27,10,68,0,2.7,3.3,13,12.05
18.6,28.5,10.4,70,0,2.6,3.7,9.4,14.69
18.6,28.5,10.4,70,0,2.6,3.7,9.4,26.61
17.9,25.8,12,74,0,1.9,3.7,9.4,24.83
17.9,25.8,12,74,0,1.9,3.7,9.4,10.6
18.9,27.3,10.1,75,0,1.9,2.4,7.6,18.47
18.9,27.3,10.1,75,0,1.9,2.4,7.6,29.01
20.2,27.7,13.6,73,0,1.9,3.7,9.4,23.92
20.2,27.7,13.6,73,0,1.9,3.7,9.4,11.86
20.2,27.5,13,62,0,3.1,3.7,13,11.66
20.2,27.5,13,62,0,3.1,3.7,13,14.85
19.5,26.3,12.2,67,0,2.7,4.8,11.1,13.17
19.5,26.3,12.2,67,0,2.7,4.8,11.1,11.69
18.8,26.3,14.1,74,0,2.4,3,9.4,12.24
18.8,26.3,14.1,74,0,2.4,3,9.4,15.92
20.6,30.4,16.9,73,0,1.9,5.2,11.1,13.05
20.6,30.4,16.9,73,0,1.9,5.2,11.1,11.5
20.5,27.6,13.2,80,0,2.6,3.5,9.4,14.44
20.5,27.6,13.2,80,0,2.6,3.5,9.4,14.69
21.1,29.3,15.4,74,0,2.6,3.9,9.4,18.87
21.1,29.3,15.4,74,0,2.6,3.9,9.4,25.1
24.3,31.2,17,69,0,2.6,3,7.6,25.11
24.3,31.2,17,69,0,2.6,3,7.6,19.16
24.9,31.3,19,68,0,2.6,5,14.8,16.23
24.9,31.3,19,68,0,2.6,5,14.8,16.64
23.3,29.8,19.2,79,0,2.6,8.3,14.8,18.99
23.3,29.8,19.2,79,0,2.6,8.3,14.8,13
24.1,29.2,19,82,0,1.9,1.7,7.6,16.64
24.1,29.2,19,82,0,1.9,1.7,7.6,12.81
24.2,29.7,20.9,76,0,1.9,7,13,12.7
24.2,29.7,20.9,76,0,1.9,7,13,15.48
24.6,31.3,16.8,60,0,2.6,9.6,22.2,22.46
24.6,31.3,16.8,60,0,2.6,9.6,22.2,31.12
21.3,29.9,14.8,62,0,2.9,4.6,11.1,31.38
21.3,29.9,14.8,62,0,2.9,4.6,11.1,35.39
22.3,30.7,15,66,0,2.6,3.1,11.1,17.36
22.3,30.7,15,66,0,2.6,3.1,11.1,10.65
23.7,32,15.8,64,0,2.7,4.6,9.4,11.02
23.7,32,15.8,64,0,2.7,4.6,9.4,8.73
24.9,32.2,15,59,0,2.6,5.9,14.8,7.25
24.9,32.2,15,59,0,2.6,5.9,14.8,14.02
25.4,33,15.8,57,0,3.1,3.7,9.4,7
25.4,33,15.8,57,0,3.1,3.7,9.4,13.57
25.7,34,16.2,58,0,2.9,7,13,15.11
25.7,34,16.2,58,0,2.9,7,13,17
24.7,32.8,15.2,59,0,2.9,5.6,18.3,15.16
24.7,32.8,15.2,59,0,2.9,5.6,18.3,9.28
23.8,32.5,13.6,60,0,2.7,5,14.8,8.06
23.8,32.5,13.6,60,0,2.7,5,14.8,8.33
24.1,34.2,14.6,63,0,2.6,2.6,13,9.44
24.1,34.2,14.6,63,0,2.6,2.6,13,10.32
26.4,33.2,17.1,60,0,2.7,3.5,11.1,13.27
26.4,33.2,17.1,60,0,2.7,3.5,11.1,11.58
26.4,33,16.7,61,0,3.2,3.9,13,12.33
26.4,33,16.7,61,0,3.2,3.9,13,11.17
24,27.7,19.6,81,0,2.6,3.5,11.1,14.25
24,27.7,19.6,81,0,2.6,3.5,11.1,9.06
25.9,31.9,19.6,65,0,2.7,4.4,11.1,12.25
25.9,31.9,19.6,65,0,2.7,4.4,11.1,15.82
25.1,32,17.6,72,4.06,3.1,5.6,22.2,13.08
25.1,32,17.6,72,4.06,3.1,5.6,22.2,10.37
22.4,27.2,18.4,82,2.03,2.6,10,16.5,10.73
22.4,27.2,18.4,82,2.03,2.6,10,16.5,9.53
22.6,26.6,17.4,85,0,3.1,8.1,18.3,12.52
22.6,26.6,17.4,85,0,3.1,8.1,18.3,17.89
25.8,30,17.4,72,0,3.1,5,16.5,17.05
25.8,30,17.4,72,0,3.1,5,16.5,12.81
26.4,32,19.2,71,0.51,2.9,4.4,9.4,18.48
26.4,32,19.2,71,0.51,2.9,4.4,9.4,21.24
26.3,33.2,19,68,0,3.1,7,22.2,18.76
26.3,33.2,19,68,0,3.1,7,22.2,21.67
24.9,30.4,20,75,0.76,2.7,1.1,5.4,21.15
24.9,30.4,20,75,0.76,2.7,1.1,5.4,11.09
26.1,32.2,16.5,70,0,3.1,3.9,13,11.44
26.1,32.2,16.5,70,0,3.1,3.9,13,9.15
28.3,35.6,18,58,0,3.1,4.8,14.8,13.14
28.3,35.6,18,58,0,3.1,4.8,14.8,12.89
24.3,28.6,18.5,81,8.89,3.4,4.6,13,6.72
24.3,28.6,18.5,81,8.89,3.4,4.6,13,8.81
25.6,30.9,19.5,77,0,2.7,7.4,11.1,10.66
25.6,30.9,19.5,77,0,2.7,7.4,11.1,13.11
25,30.7,20,88,37.08,2.6,3.9,7.6,18.64
25,30.7,20,88,37.08,2.6,3.9,7.6,16.46
22.3,24.2,20.6,91,0,2.3,2.2,7.6,13.25
22.3,24.2,20.6,91,0,2.3,2.2,7.6,9.73
24.8,30,17,80,1.02,3.1,4.8,14.8,11.79
24.8,30,17,80,1.02,3.1,4.8,14.8,13.27
25.4,32.4,19.3,75,0,3.5,3.1,11.1,15.51
25.4,32.4,19.3,75,0,3.5,3.1,11.1,22.06
26.7,33,18.5,75,3.05,3.4,5,11.1,16.77
26.7,33,18.5,75,3.05,3.4,5,11.1,15.6
26.3,31.8,18.8,78,23.11,2.9,5.7,18.3,11.32
26.3,31.8,18.8,78,23.11,2.9,5.7,18.3,6.61
28.1,33.3,19.4,76,4.06,3.2,1.3,9.4,9.02
28.1,33.3,19.4,76,4.06,3.2,1.3,9.4,14.71
25.9,30.4,20.5,84,1.02,3.1,1.3,5.4,10.41
25.9,30.4,20.5,84,1.02,3.1,1.3,5.4,8.46
25.3,30.4,19.1,79,5.08,3.2,3.1,11.1,14.92
25.3,30.4,19.1,79,5.08,3.2,3.1,11.1,12.56
27.8,34,20,73,0,3.2,1.1,7.6,14.26
27.8,34,20,73,0,3.2,1.1,7.6,16.5
28.2,33.8,20,78,2.236,2.9,2,9.4,9.45
28.2,33.8,20,78,26.724,2.9,2,9.4,9.95
29,33.8,22.4,83,9.91,3.1,5.4,9.4,9.96
29,33.8,22.4,83,9.91,3.1,5.4,9.4,12.65
28.1,33.3,22.5,88,56.9,3.1,3.5,14.8,10.04
28.1,33.3,22.5,88,56.9,3.1,3.5,14.8,6.5
29.2,34.2,22.8,79,0,3.1,1.1,9.4,6.73
29.2,34.2,22.8,79,0,3.1,1.1,9.4,9.5
30.5,36.6,23.8,73,0,3.2,3.5,9.4,12.82
30.5,36.6,23.8,73,0,3.2,3.5,9.4,9.97
29.7,33.1,23.5,78,0,3.5,3,9.4,10.55
29.7,33.1,23.5,78,0,3.5,3,9.4,11.17
24.4,28.4,19.5,94,21.08,2.3,6.3,11.1,10.66
24.4,28.4,19.5,94,21.08,2.3,6.3,11.1,9.4
27.3,32.6,20,78,19.05,2.6,5.9,11.1,10.85
27.3,32.6,20,78,19.05,2.6,5.9,11.1,11.46
27.1,30.7,20.5,85,11.94,2.6,1.7,7.6,9.98
27.1,30.7,20.5,85,11.94,2.6,1.7,7.6,11.38
25.8,29,21.8,93,0,2.6,6.9,9.4,10.39
25.8,29,21.8,93,0,2.6,6.9,9.4,6.25
26.6,30.2,21.4,83,11.94,3.1,6.7,16.5,8.78
26.6,30.2,21.4,83,11.94,3.1,6.7,16.5,7.42
28.1,32.2,21.4,82,0.76,3.2,3.1,9.4,9.77
28.1,32.2,21.4,82,0.76,3.2,3.1,9.4,11.31
28.8,33.6,20.7,81,7.11,3.5,3.7,13,8.75
28.8,33.6,20.7,81,7.11,3.5,3.7,13,7.69
29.3,34,23,84,5.08,3.2,3.9,9.4,9.47
29.3,34,23,84,5.08,3.2,3.9,9.4,10.86
29.2,34.4,23.4,82,1.02,2.7,0.7,5.4,10.76
29.2,34.4,23.4,82,1.02,2.7,0.7,5.4,8.22
26.9,31.5,23,87,18.03,3.1,8.3,14.8,9.14
26.9,31.5,23,87,18.03,3.1,8.3,14.8,8.03
27.1,29.8,22,88,4.06,3.1,2.6,7.6,9.33
27.1,29.8,22,88,4.06,3.1,2.6,7.6,10.96
28,32.5,23.4,86,0.51,3.1,3.7,11.1,10.05
28,32.5,23.4,86,0.51,3.1,3.7,11.1,10.15
27.4,31.5,24,88,3.05,3.1,3.9,9.4,9.62
27.4,31.5,24,88,3.05,3.1,3.9,9.4,9.24
29.6,35.4,24,80,0,3.7,2.8,9.4,8.59
29.6,35.4,24,80,0,3.7,2.8,9.4,6.67
28.8,35.4,23.5,87,5.08,3.2,3.3,11.1,10.37
28.8,35.4,23.5,87,5.08,3.2,3.3,11.1,10.25
29.2,33.4,24,81,0.51,3.5,3,11.1,9.4
29.2,33.4,24,81,0.51,3.5,3,11.1,7.78
30.5,36.2,25.2,79,1.02,3.2,6.3,13,6.07
30.5,36.2,25.2,79,1.02,3.2,6.3,13,13.33
30,35.8,24.5,83,7.11,3.5,5.6,14.8,10.57
30,35.8,24.5,83,7.11,3.5,5.6,14.8,6.35
29,32.2,24.6,82,14.99,3.5,6.9,14.8,8.63
29,32.2,24.6,82,14.99,3.5,6.9,14.8,7.61
30.2,35.8,24.8,79,0,3.5,6.5,13,8.73
30.2,35.8,24.8,79,0,3.5,6.5,13,14.94
30,35.4,23.9,79,0,3.2,4.4,7.6,8.98
30,35.4,23.9,79,0,3.2,4.4,7.6,6.88
30.1,34.8,23.5,80,12.95,3.2,4.4,11.1,5.98
30.1,34.8,23.5,80,12.95,3.2,4.4,11.1,11.68
30,36.8,23.8,81,7.87,3.1,4.6,13,12.59
30,36.8,23.8,81,7.87,3.1,4.6,13,12.48
30.1,35.6,23,84,3.05,3.5,6.1,14.8,9.24
30.1,35.6,23,84,3.05,3.5,6.1,14.8,11.55
29.7,35.8,25,81,0,3.5,4.6,14.8,9.13
29.7,35.8,25,81,0,3.5,4.6,14.8,11.26
30.7,35.8,25,79,3.05,3.5,2,7.6,16.77
30.7,35.8,25,79,3.05,3.5,2,7.6,9.12
31.2,36.2,25.5,82,0,3.1,3.5,16.5,10.16
31.2,36.2,25.5,82,0,3.1,3.5,16.5,9.13
26.7,27.8,24.6,94,41.91,2.6,3.5,7.6,6.3
26.7,27.8,24.6,94,41.91,2.6,3.5,7.6,9.07
29.2,34.8,24.4,85,2.03,3.1,2.8,13,8.46
29.2,34.8,24.4,85,2.03,3.1,2.8,13,8.83
27.8,30.6,23.3,91,43.94,2.3,2.6,14.8,11.61
27.8,30.6,23.3,91,43.94,2.3,2.6,14.8,10.78
27.3,29.2,24.4,93,5.08,2.3,1.3,5.4,8.51
27.3,29.2,24.4,93,5.08,2.3,1.3,5.4,7.01
30,34.6,21.7,81,37.08,3.5,6.9,16.5,8.08
30,34.6,21.7,81,37.08,3.5,6.9,16.5,5.59
30.8,36.8,24.6,78,0,2.9,1.9,9.4,7.02
30.8,36.8,24.6,78,0,2.9,1.9,9.4,10.34
