T,TM,Tm,H,PP,VV,V,VM,PM2.5
24.8,30.3,16.4,59,0,4.2,7.6,18.3,51.81
25.6,31.9,17.1,64,0,5,3.7,9.4,69.33
25.6,31.9,17.1,64,0,5,3.7,9.4,74.79
25.2,31.6,17.5,61,0,5.1,3.3,9.4,67.7
25.2,31.6,17.5,61,0,5.1,3.3,9.4,48.99
25.6,31.5,17,55,0,5,5.6,9.4,55.7
25.6,31.5,17,55,0,5,5.6,9.4,66.78
24.9,31,16.4,57,0,4.8,4.6,11.1,69.33
24.9,31,16.4,57,0,4.8,4.6,11.1,66.12
26.1,31.5,18.8,68,0,4.5,5.4,11.1,68.48
26.1,31.5,18.8,68,0,4.5,5.4,11.1,68.87
27.3,32.6,20.5,67,0,4.8,7,13,71.38
27.3,32.6,20.5,67,0,4.8,7,13,73.33
26.9,31.8,22,72,0,4.5,4.6,11.1,59.35
26.9,31.8,22,72,0,4.5,4.6,11.1,88.14
27.4,31.3,20.3,69,0,4.8,5,9.4,74.94
27.4,31.3,20.3,69,0,4.8,5,9.4,130.23
27,32.2,20.4,75,0,4.7,5.4,13,82.05
27,32.2,20.4,75,0,4.7,5.4,13,79.19
24.9,32.3,19,60,0,4.5,5.7,14.8,76.47
24.9,32.3,19,60,0,4.5,5.7,14.8,76.08
23.5,31.8,16.6,62,0,5,2.6,9.4,63.18
23.5,31.8,16.6,62,0,5,2.6,9.4,68.65
24.1,31.8,15.5,55,0,4.5,2,9.4,112.35
24.1,31.8,15.5,55,0,4.5,2,9.4,65.09
24.3,30.1,18.7,72,0,3.7,7.4,11.1,68.45
24.3,30.1,18.7,72,0,3.7,7.4,11.1,57.7
22.4,26,17,67,0,3.9,6.3,14.8,68.55
22.4,26,17,67,0,3.9,6.3,14.8,77.77
23.3,28.5,17,61,0,4,6.1,11.1,79.18
23.3,28.5,17,61,0,4,6.1,11.1,76.33
25.4,31.4,17.5,65,0,3.9,2,5.4,73.15
25.4,31.4,17.5,65,0,3.9,2,5.4,72.41
25.6,31.8,16.3,46,0,3.9,4.8,11.1,72.66
25.6,31.8,16.3,46,0,3.9,4.8,11.1,77.65
25.2,32.6,17.1,53,0,4.2,7.2,14.8,74.08
25.2,32.6,17.1,53,0,4.2,7.2,14.8,76.19
24.6,32.2,16,63,0,4.2,4.4,11.1,74.76
24.6,32.2,16,63,0,4.2,4.4,11.1,70.48
25.2,31.2,17.9,64,0,4.7,5.9,11.1,72.38
25.2,31.2,17.9,64,0,4.7,5.9,11.1,70.98
24,31.3,18,69,0,3.5,5,14.8,65.1
24,31.3,18,69,0,3.5,5,14.8,64.2
22.4,29,12.5,40,0,4.3,6.7,16.5,65.86
22.4,29,12.5,40,0,4.3,6.7,16.5,61.1
21.6,29.3,10.8,50,0,4.7,4.1,11.1,64.18
21.6,29.3,10.8,50,0,4.7,4.1,11.1,68.52
22.8,29.6,12.4,54,0,4.5,3.5,9.4,72.01
22.8,29.6,12.4,54,0,4.5,3.5,9.4,60.4
23.8,30.2,14,59,0,3.9,3.5,11.1,67.07
23.8,30.2,14,59,0,3.9,3.5,11.1,68.8
22.8,31.3,14.5,50,0,4.5,5.4,11.1,66.84
22.8,31.3,14.5,50,0,4.5,5.4,11.1,69.43
21.9,30,12,45,0,4.5,3.9,11.1,68.84
21.9,30,12,45,0,4.5,3.9,11.1,67.69
22.7,30.575,13.35,47.75,0,4.55,4.05,10.675,59.46
22.7,30.575,13.35,47.75,0,4.55,4.05,10.675,53.45
24.2,31,14.9,51,0,4.7,3,9.4,50.88
24.2,31,14.9,51,0,4.7,3,9.4,47.46
23.8,31.5,15.8,62,0,4.5,3.3,9.4,43.48
23.8,31.5,15.8,62,0,4.5,3.3,9.4,39.14
23.4,29.6,16.9,64,0,4.5,3.5,9.4,41.79
23.4,29.6,16.9,64,0,4.5,3.5,9.4,48.86
23.1,29.6,13.5,51,0,4.2,5,13,56.76
23.1,29.6,13.5,51,0,4.2,5,13,46.18
22.2,29.4,14,56,0,4.3,5,14.8,50.05
22.2,29.4,14,56,0,4.3,5,14.8,52.28
22.2,27.7,14.6,65,0,3.9,4.8,13,50.55
22.2,27.7,14.6,65,0,3.9,4.8,13,54.34
25.2,33,16,46,0,4.7,4.1,11.1,46.38
25.2,33,16,46,0,4.7,4.1,11.1,50.52
24.7,32.8,15.9,57,0,4.3,4.4,11.1,52.88
24.7,32.8,15.9,57,0,4.3,4.4,11.1,51.84
26.2,32,18.8,57,0,4.2,2.8,9.4,49.86
26.2,32,18.8,57,0,4.2,2.8,9.4,55.87
24.2,31.5,14.3,42,0,5,3.9,11.1,46.22
24.2,31.5,14.3,42,0,5,3.9,11.1,47.64
23.3,31.4,12.6,42,0,4.7,3.5,11.1,54.76
23.3,31.4,12.6,42,0,4.7,3.5,11.1,57.85
23.2,31,12.7,53,0,4,4.4,9.4,56.99
23.2,31,12.7,53,0,4,4.4,9.4,43.57
24,31.4,14.6,48,0,4,3.9,9.4,43.37
24,31.4,14.6,48,0,4,3.9,9.4,56.87
24.3,31.4,13.3,42,0,3.9,3.1,9.4,57.66
24.3,31.4,13.3,42,0,3.9,3.1,9.4,62.25
24.2,31,13.8,48,0,4.2,4.6,11.1,54.84
24.2,31,13.8,48,0,4.2,4.6,11.1,52.72
23.7,31,11.8,32,0,5,5.6,16.5,51.59
23.7,31,11.8,32,0,5,5.6,16.5,54.72
24.4,32.1,12,32,0,4.7,5.4,14.8,47.44
24.4,32.1,12,32,0,4.7,5.4,14.8,47.97
24.6,32.3,12.8,33,0,5.1,4.8,11.1,50.78
24.6,32.3,12.8,33,0,5.1,4.8,11.1,53.81
25.2,32.7,13,36,0,5.1,5.9,11.1,57.28
25.2,32.7,13,36,0,5.1,5.9,11.1,66.37
24.4,30.1,15.9,46,0,4,2.8,9.4,53.02
24.4,30.1,15.9,46,0,4,2.8,9.4,38.87
26.6,33,17.9,45,0,4.7,2,7.6,39.69
26.6,33,17.9,45,0,4.7,2,7.6,47.34
26.2,33.8,18,42,0,4.5,5.4,14.8,47.88
26.2,33.8,18,42,0,4.5,5.4,14.8,60.25
25.3,31.6,18.6,60,0,4,9.3,14.8,51
25.3,31.6,18.6,60,0,4,9.3,14.8,41.38
25.1,30.3,18.7,53,0,4,9.3,18.3,48.07
25.1,30.3,18.7,53,0,4,9.3,18.3,54.74
26.1,31,17.7,52,0,5,5.9,13,57.87
26.1,31,17.7,52,0,5,5.9,13,57.07
27.7,33,19.9,49,0,4.7,7.6,14.8,56.64
27.7,33,19.9,49,0,4.7,7.6,14.8,59.91
27.7,33,20.3,47,0,4.7,6.5,14.8,71.4
27.7,33,20.3,47,0,4.7,6.5,14.8,61.47
27.3,33.7,19,48,0,4.7,5.9,13,59.53
27.3,33.7,19,48,0,4.7,5.9,13,53.11
26.5,32.6,16.9,38,0,5,7.4,16.5,62.27
26.5,32.6,16.9,38,0,5,7.4,16.5,54.62
27.5,34,15,35,0,4.8,6.1,14.8,50.15
27.5,34,15,35,0,4.8,6.1,14.8,43.05
28.2,35,17,36,0,4.2,5,18.3,37.91
28.2,35,17,36,0,4.2,5,18.3,51.35
29.8,35.8,18.3,31,0,4.8,5.4,13,44.94
29.8,35.8,18.3,31,0,4.8,5.4,13,41.51
29.6,35.6,18,32,0,5.1,5.7,14.8,46.87
29.6,35.6,18,32,0,5.1,5.7,14.8,35.9
29.5,38,19,32,0,5.1,3.7,13,30.27
29.5,38,19,32,0,5.1,3.7,13,40.26
30.2,36.7,21.3,29,0,5.3,6.9,14.8,35.54
30.2,36.7,21.3,29,0,5.3,6.9,14.8,27.63
29.6,36.5,19,30,0,5.3,6.3,13,31.58
29.6,36.5,19,30,0,5.3,6.3,13,25.24
29.4,37,19,36,0,5,5.7,13,23.05
29.4,37,19,36,0,5,5.7,13,29.71
29.9,37,20,39,0,5.5,5.6,14.8,45.86
29.9,37,20,39,0,5.5,5.6,14.8,34.29
31.1,37,20,34,0,5,6.3,14.8,37.19
31.1,37,20,34,0,5,6.3,14.8,43.52
31.2,37.7,24.3,38,0,4.7,6.1,13,42.38
31.2,37.7,24.3,38,0,4.7,6.1,13,49.14
30.4,35,21,39,0,5,5.7,11.1,42.97
30.4,35,21,39,0,5,5.7,11.1,33.12
31.3,37,22,38,0,5.3,4.1,11.1,33.09
31.3,37,22,38,0,5.3,4.1,11.1,35.61
31.9,37,24.8,40,0,4.8,7.4,13,38.11
31.9,37,24.8,40,0,4.8,7.4,13,39.78
30.9,39.2,24,55,0,4.8,7.4,13,39.85
30.9,39.2,24,55,0,4.8,7.4,13,43.44
31.7,37,24,46,0,4.3,4.4,13,44.84
31.7,37,24,46,0,4.3,4.4,13,43.83
33.1,39,22,33,0,5,4.6,11.1,36.08
33.1,39,22,33,0,5,4.6,11.1,31.39
32.2,40.1,24.9,47,0,5.1,6.3,11.1,19.59
32.2,40.1,24.9,47,0,5.1,6.3,11.1,28.81
29.3,39,23,62,12.95,4.5,8,16.5,31.91
29.3,39,23,62,12.95,4.5,8,16.5,33.68
29.2,35,23,66,0,4.7,8.1,14.8,43.05
29.2,35,23,66,0,4.7,8.1,14.8,44.32
31.3,37,21.6,54,12.95,5.3,7.2,14.8,33.83
31.3,37,21.6,54,12.95,5.3,7.2,14.8,32.76
30.1,37,18.5,46,23.11,4.3,6.1,18.3,33.05
30.1,37,18.5,46,23.11,4.3,6.1,18.3,31.85
25.5,36.4,19.1,61,9.91,4.7,5.7,11.1,29.86
25.5,36.4,19.1,61,9.91,4.7,5.7,11.1,24.49
29.7,36,20.3,56,0.51,4.8,3.9,14.8,41.89
29.7,36,20.3,56,0.51,4.8,3.9,14.8,43.47
32.3,38,23.6,48,0,5.1,7.2,14.8,37.31
32.3,38,23.6,48,0,5.1,7.2,14.8,47.42
33.4,39,26.3,46,0,5.1,6.9,14.8,38.59
33.4,39,26.3,46,0,5.1,6.9,14.8,48.33
29.2,38,24.5,69,0,4.3,6.9,13,42.68
29.2,38,24.5,69,0,4.3,6.9,13,47.5
34.9,41,26.8,34,0,5.1,5,13,36.41
34.9,41,26.8,34,0,5.1,5,13,42.17
34.7,41,27.6,29,0,5.5,9.3,18.3,23.65
34.7,41,27.6,29,0,5.5,9.3,18.3,26.11
34.2,40.8,25.6,31,0,5.5,5.7,18.3,31.17
34.2,40.8,25.6,31,0,5.5,5.7,18.3,34.68
34.4,41,24.8,42,0,5.8,7.2,11.1,31.7
34.4,41,24.8,42,0,5.8,7.2,11.1,32.57
33.8,40,27.3,43,0,5.3,6.5,18.3,37.26
33.8,40,27.3,43,0,5.3,6.5,18.3,36.7
34.7,40,25.5,39,0,5.6,6.7,13,34.85
34.7,40,25.5,39,0,5.6,6.7,13,30.95
35.1,42,26.6,38,0,5.5,8.5,24.1,31.51
35.1,42,26.6,38,0,5.5,8.5,24.1,31.33
33.8,42.5,26,51,0,5.3,7,18.3,19.68
33.8,42.5,26,51,0,5.3,7,18.3,19.43
28.8,40.5,23,70,0,5,10.7,24.1,20.03
28.8,40.5,23,70,0,5,10.7,24.1,16.49
35.4,40.2,27.5,39,0,5.5,6.7,14.8,22.31
35.4,40.2,27.5,39,0,5.5,6.7,14.8,29.92
36.1,41,27.8,34,0,5.5,4.3,9.4,30.85
36.1,41,27.8,34,0,5.5,4.3,9.4,34.44
32.8,40.9,28,52,0,5,8,22.2,27.83
32.8,40.9,28,52,0,5,8,22.2,22.9
33.1,40,26.8,43,0,5.5,5.4,18.3,21.99
33.1,40,26.8,43,0,5.5,5.4,18.3,17.2
31.1,39,24,53,7.87,5.1,8.3,16.5,14.61
31.1,39,24,53,7.87,5.1,8.3,16.5,15.27
32.1,38.5,22.5,53,0,5.3,5.6,13,10.31
32.1,38.5,22.5,53,0,5.3,5.6,13,21.26
35.6,41,26.9,34,0,5.3,5.4,14.8,20.07
35.6,41,26.9,34,0,5.3,5.4,14.8,16.99
35.6,41.3,27.8,40,0,5.6,6.7,13,16.31
35.6,41.3,27.8,40,0,5.6,6.7,13,16.23
34.8,41.3,28.7,47,0,5.6,7.6,14.8,17.64
34.8,41.3,28.7,47,0,5.6,7.6,14.8,18.93
34.6,41,25.7,45,0.25,5.1,8.1,14.8,18.18
34.6,41,25.7,45,0.25,5.1,8.1,14.8,20.85
34.3,39.9,27.7,48,0,5.5,8.9,18.3,16.91
34.3,39.9,27.7,48,0,5.5,8.9,18.3,16.48
34.1,39.3,25.6,48,0,5.5,7,11.1,16.28
34.1,39.3,25.6,48,0,5.5,7,11.1,15.97
32.6,40.7,24,57,7.87,5.1,8.5,18.3,13.22
32.6,40.7,24,57,7.87,5.1,8.5,18.3,20.05
33.8,40.1,24.3,53,0,5.5,6.1,11.1,22.74
33.8,40.1,24.3,53,0,5.5,6.1,11.1,19.92
27.9,38.9,24.9,77,0,4.2,5.4,14.8,16.63
27.9,38.9,24.9,77,0,4.2,5.4,14.8,19.7
32,37.6,25.5,55,0,5,10.4,18.3,19.05
32,37.6,25.5,55,0,5,10.4,18.3,11.93
28.8,37.9,23.4,75,10.92,5.1,12.6,20.6,13.21
28.8,37.9,23.4,75,10.92,5.1,12.6,20.6,17.97
28.4,33.4,24.4,74,0.25,4.7,11.1,18.3,16.12
28.4,33.4,24.4,74,0.25,4.7,11.1,18.3,11.04
29.3,34,24.8,70,0,4.5,14.8,22.2,12.14
29.3,34,24.8,70,0,4.5,14.8,22.2,14.13
30.7,35,23.5,64,8.89,4.8,15.4,24.1,14.39
30.7,35,23.5,64,8.89,4.8,15.4,24.1,12.58
30.9,35.2,25.7,61,0,4.8,16.1,27.8,19.61
30.9,35.2,25.7,61,0,4.8,16.1,27.8,19.54
31.9,37,26.1,55,0,5.1,15.7,22.2,17.69
31.9,37,26.1,55,0,5.1,15.7,22.2,15.64
30.9,36,24.6,59,0,5.6,16.1,25.9,17.88
30.9,36,24.6,59,0,5.6,16.1,25.9,14.41
32.9,38,25.5,53,0,5.5,8.7,16.5,14.52
32.9,38,25.5,53,0,5.5,8.7,16.5,18.23
32.4,38,26.5,55,0,5.5,11.7,22.2,26.09
32.4,38,26.5,55,0,5.5,11.7,22.2,26.02
29.1,32.9,24.7,68,0,4.8,16.1,25.9,19.21
29.1,32.9,24.7,68,0,4.8,16.1,25.9,21.88
29.1,33.2,23.7,67,0,5.1,19.1,27.8,25.77
29.1,33.2,23.7,67,0,5.1,19.1,27.8,30.8
28.2,33.6,24.3,73,0,4.3,17.6,31.7,23.43
28.2,33.6,24.3,73,0,4.3,17.6,31.7,20.2
29.7,35.9,24.8,63,0,5.6,11.9,18.3,26.91
29.7,35.9,24.8,63,0,5.6,11.9,18.3,18.92
30.4,34.1,24.5,62,0,5.5,13.5,22.2,16.17
30.4,34.1,24.5,62,0,5.5,13.5,22.2,18.07
28.8,35.7,23.7,65,0,5,14.4,22.2,17.09
28.8,35.7,23.7,65,0,5,14.4,22.2,16.39
24.8,29.8,22.4,93,0.76,4.2,13,22.2,11.98
24.8,29.8,22.4,93,0.76,4.2,13,22.2,11.66
24.9,26.7,21.7,93,16,4.7,15,22.2,16.97
24.9,26.7,21.7,93,16,4.7,15,22.2,22.11
25.6,29,22.3,88,1.02,4.5,15.4,27.8,7.78
25.6,29,22.3,88,1.02,4.5,15.4,27.8,18.56
25.4,28,22.6,89,2.03,4.7,16.7,27.8,15.3
25.4,28,22.6,89,2.03,4.7,16.7,27.8,15.28
25.2,29.2,21.9,93,4.06,4.5,13.3,20.6,13.19
25.2,29.2,21.9,93,4.06,4.5,13.3,20.6,10.08
25.7,28,22.7,90,4.06,4.5,17.4,25.9,10.33
25.7,28,22.7,90,4.06,4.5,17.4,25.9,12.51
27.9,31,22.6,78,0,5,18.1,27.8,14.36
27.9,31,22.6,78,0,5,18.1,27.8,15.34
26.7,30.7,23.3,81,0.51,5,19.4,25.9,14.61
26.7,30.7,23.3,81,0.51,5,19.4,25.9,15.31
26.2,29.4,23.3,76,0,4,7.8,14.8,16.51
26.2,29.4,23.3,76,0,4,7.8,14.8,20.98
28.3,33.2,23.9,69,1.02,4.5,13.7,25.9,24.66
28.3,33.2,23.9,69,1.02,4.5,13.7,25.9,22.43
27.3,33.4,24.2,76,3.05,4.8,18.1,27.8,23.16
27.3,33.4,24.2,76,3.05,4.8,18.1,27.8,18.51
28.1,32,23.8,74,0,5.1,17.4,25.9,15.84
28.1,32,23.8,74,0,5.1,17.4,25.9,20.36
28.7,33.8,23.4,68,0,5,16.5,25.9,27.05
28.7,33.8,23.4,68,0,5,16.5,25.9,25.36
27.2,32.4,23,76,1.02,4.5,16.5,25.9,25.42
27.2,32.4,23,76,1.02,4.5,16.5,25.9,21.61
28.4,34,22,74,12.95,5,15.2,29.4,34.85
28.4,34,22,74,12.95,5,15.2,29.4,38.35
29,33,23.5,69,0,5.1,14.8,27.8,33.85
29,33,23.5,69,0,5.1,14.8,27.8,35.06
27.3,32.7,22.7,73,0.25,5.5,18.3,27.8,41.83
27.3,32.7,22.7,73,0.25,5.5,18.3,27.8,42.24
27.2,30,23.6,75,0,4.7,16.7,27.8,43.69
27.2,30,23.6,75,0,4.7,16.7,27.8,48.98
26.2,32.6,22.9,84,2.03,4.8,13.1,35.2,35.58
26.2,32.6,22.9,84,2.03,4.8,13.1,35.2,39.68
26.3,29,22.5,84,0,5.5,18.3,27.8,38.6
26.3,29,22.5,84,0,5.5,18.3,27.8,40.88
26.1,29,22.4,87,7.11,5,14.1,22.2,37.91
26.1,29,22.4,87,7.11,5,14.1,22.2,27.29
25.6,29,22.7,89,1.02,4.8,15.4,22.2,32.25
25.6,29,22.7,89,1.02,4.8,15.4,22.2,34.94
25.2,30.4,22.1,90,0.76,4.2,15.6,22.2,41.46
25.2,30.4,22.1,90,0.76,4.2,15.6,22.2,53.68
23.3,27.2,20.5,93,20.07,4,15.7,22.2,43.09
23.3,27.2,20.5,93,20.07,4,15.7,22.2,45.92
25.7,29,20.7,85,8.89,5.1,15.2,25.9,55.39
25.7,29,20.7,85,8.89,5.1,15.2,25.9,67.69
26.8,31.2,22.3,80,0,5,12.8,22.2,63.16
26.8,31.2,22.3,80,0,5,12.8,22.2,37.8
25.7,30.8,22.2,86,0.76,4.8,14.4,24.1,36.5
25.7,30.8,22.2,86,0.76,4.8,14.4,24.1,39.63
25.1,29.6,20.9,90,2.03,4.8,12.6,22.2,39.8
25.1,29.6,20.9,90,2.03,4.8,12.6,22.2,56.36
27.1,32.2,23.5,78,0,5.1,12.4,22.2,65.91
27.1,32.2,23.5,78,0,5.1,12.4,22.2,64.44
27.5,31.8,22.9,74,3.2375,5.3,13.5,22.2,60.07
27.5,31.8,22.9,74,3.2375,5.3,13.5,22.2,56.5
26.8,32.2,22.1,81,10.92,5.1,12,22.2,52.63
26.8,32.2,22.1,81,10.92,5.1,12,22.2,54.39
26.3,31.2,21.5,81,5.08,5.1,10.4,22.2,58.56
26.3,31.2,21.5,81,5.08,5.1,10.4,22.2,54.35
27.2,31,22,69,0,5.5,15.7,25.9,58.24
27.2,31,22,69,0,5.5,15.7,25.9,53.26
27.3,32,22.2,66,0,5.5,11.5,22.2,41.03
27.3,32,22.2,66,0,5.5,11.5,22.2,40.35
28.6,33,21.4,65,0,5.5,6.1,16.5,43.99
28.6,33,21.4,65,0,5.5,6.1,16.5,58.44
28.6,33,22.7,74,0,4.8,4.1,14.8,61.34
28.6,33,22.7,74,0,4.8,4.1,14.8,66.82
28.8,34,22.7,73,0,5.1,4.6,11.1,67.12
28.8,34,22.7,73,0,5.1,4.6,11.1,67.52
30.4,33.7,22.2,65,0,4.7,6.1,11.1,60.72
30.4,33.7,22.2,65,0,4.7,6.1,11.1,48.68
26.3,31.4,23,82,0,5,7.2,18.3,57.44
26.3,31.4,23,82,0,5,7.2,18.3,56.51
27.6,31.4,21.6,75,0,4.5,5.2,9.4,56.02
27.6,31.4,21.6,75,0,4.5,5.2,9.4,57.32
23.9,30.6,22.4,92,0.25,3.2,9.6,18.3,56.98
23.9,30.6,22.4,92,0.25,3.2,9.6,18.3,50.87
25.45,31.45,22.275,86.25,0.125,3.525,7.25,16.075,34.07
25.45,31.45,22.275,86.25,0.125,3.525,7.25,16.075,25.96
26.4,33.2,22.7,86,0,3.2,4.6,18.3,24.88
26.4,33.2,22.7,86,0,3.2,4.6,18.3,32.8
28.1,33,20,75,0.51,4.8,4.6,13,44.66
28.1,33,20,75,0.51,4.8,4.6,13,54.63
27.6,32.4,23.3,82,0,4.8,5.9,13,59.82
27.6,32.4,23.3,82,0,4.8,5.9,13,64.36
28.8,33.7,22.5,75,0,4.8,5.9,13,69.5
28.8,33.7,22.5,75,0,4.8,5.9,13,61.15
29.7,33.4,22.5,70,0,5.1,7.6,14.8,62.68
29.7,33.4,22.5,70,0,5.1,7.6,14.8,66.08
29.7,33.8,23.5,72,0,4.7,7.8,14.8,67.28
29.7,33.8,23.5,72,0,4.7,7.8,14.8,58.4
28.9,33,21.8,68,0,4.7,7.2,14.8,46.2
28.9,33,21.8,68,0,4.7,7.2,14.8,23.09
29.1,33.2,22,58,0,5.1,7.6,14.8,19.06
29.1,33.2,22,58,0,5.1,7.6,14.8,26.04
28.6,34.2,19.8,52,0,5,7,18.3,52.12
28.6,34.2,19.8,52,0,5,7,18.3,63.08
29.1,34.2,20.6,61,0,5,6.7,11.1,66
29.1,34.2,20.6,61,0,5,6.7,11.1,71.81
29.6,34.4,22.3,60,0,5.1,5.9,14.8,72.98
29.6,34.4,22.3,60,0,5.1,5.9,14.8,69.28
29.1,34.5,25,70,0,4.5,6.7,14.8,63.01
29.1,34.5,25,70,0,4.5,6.7,14.8,69.91
28.3,32,19.9,55,0,5,7,14.8,73.48
28.3,32,19.9,55,0,5,7,14.8,72.26
28.7,32.4,19.5,59,0,5.3,5.9,11.1,67.69
28.7,32.4,19.5,59,0,5.3,5.9,11.1,69.94
29.3,33.2,22.8,58,0,5.1,5.7,11.1,71.17
29.3,33.2,22.8,58,0,5.1,5.7,11.1,74.62
27.3,32.7,19.3,58,0,4.8,7,14.8,77.72
27.3,32.7,19.3,58,0,4.8,7,14.8,67.3
26.8,32.3,18,46,0,5,8.3,18.3,62.87
26.8,32.3,18,46,0,5,8.3,18.3,61.66
25.8,32.5,16.7,46,0,5,7.8,18.3,76.14
25.8,32.5,16.7,46,0,5,7.8,18.3,78.36
27.1,32,16.3,50,0,5.1,6.9,11.1,77.94
27.1,32,16.3,50,0,5.1,6.9,11.1,76.22
26.8,31.9,18.9,66,0,5,6.5,11.1,74.78
26.8,31.9,18.9,66,0,5,6.5,11.1,74.19
26.4,31.2,21,78,0,4.7,8.5,18.3,74.48
26.4,31.2,21,78,0,4.7,8.5,18.3,75.15
27.2,30,22.3,76,0,5.1,6.7,13,76.15
27.2,30,22.3,76,0,5.1,6.7,13,59.61
28.4,33.5,20.9,63,0,5.3,6.1,66.5,22.35
28.4,33.5,20.9,63,0,5.3,6.1,66.5,32.77
28.5,33.4,20.9,59,0,5.3,6.3,14.8,44.72
28.5,33.4,20.9,59,0,5.3,6.3,14.8,55.1
27.8,33,19.7,58,0,5.3,5.2,11.1,72.66
27.8,33,19.7,58,0,5.3,5.2,11.1,78.01
25.5,32.2,14.8,39,0,4.8,5,11.1,76.81
25.5,32.2,14.8,39,0,4.8,5,11.1,73.18
24.9,33.2,14.8,48,0,4.2,4.6,13,67.91
24.9,33.2,14.8,48,0,4.2,4.6,13,68.06
26.7,33,15.7,45,0,5.5,6.5,14.8,64.1
26.7,33,15.7,45,0,5.5,6.5,14.8,68.76
26.7,33,15.7,45,0,5.5,6.5,14.8,71.7
26.7,33,15.7,45,0,5.5,6.5,14.8,65.24
26.7,33,15.7,45,0,5.5,6.5,14.8,66.79
26.7,33,15.7,45,0,5.5,6.5,14.8,71.55
26.7,33,15.7,45,0,5.5,6.5,14.8,69.7
25.645,32.1575,15.395,45.55,0,5.09,5.8225,14.7075,75.25
25.645,32.1575,15.395,45.55,0,5.09,5.8225,14.7075,73.03
25.645,32.1575,15.395,45.55,0,5.09,5.8225,14.7075,77.71
25.645,32.1575,15.395,45.55,0,5.09,5.8225,14.7075,76.5
25.645,32.1575,15.395,45.55,0,5.09,5.8225,14.7075,73.78
25.645,32.1575,15.395,45.55,0,5.09,5.8225,14.7075,74.7
24.46,31.26,14.66,47.4,0,4.62,5.08,14.06,75.43
24.9,31.2,15.9,46,0,4.8,5.6,14.8,75.77
24.9,31.2,15.9,46,0,4.8,5.6,14.8,78.62
24.1,31.6,13.9,45,0,4.5,4.3,14.8,72.03
24.1,31.6,13.9,45,0,4.5,4.3,14.8,74.37
24.3,30.7,13.7,55,0,4.5,5.6,11.1,75.13
24.3,30.7,13.7,55,0,4.5,5.6,11.1,75.55
24.1,30.8,14.5,59,0,5,5.2,9.4,73.51
24.1,30.8,14.5,59,0,5,5.2,9.4,75.34
24,29.4,14.7,61,0,4.7,4.8,11.1,78.12
24,29.4,14.7,61,0,4.7,4.8,11.1,70
23.9,29.2,16.9,68,0,4,7,11.1,66.4
23.9,29.2,16.9,68,0,4,7,11.1,47.29
26.5,31.5,20.3,76,0,4.3,6.7,14.8,60.93
26.5,31.5,20.3,76,0,4.3,6.7,14.8,59.22
26.1,30.6,20.8,75,0,4.2,7.4,11.1,36.51
26.1,30.6,20.8,75,0,4.2,7.4,11.1,36.21
26.4,32,20.9,70,0,3.9,6.7,9.4,51.29
26.4,32,20.9,70,0,3.9,6.7,9.4,71.62
24.4,31.2,19.8,80,23.495,3.5,6.1,11.1,64.42
24.4,31.2,19.8,80,23.495,3.5,6.1,11.1,55.6
22,28.7,18.6,90,46.99,2.6,4.6,7.6,63.8
22,28.7,18.6,90,46.99,2.6,4.6,7.6,66.44
23.2,27,18.3,65,0,4,8.7,18.3,62.22
23.2,27,18.3,65,0,4,8.7,18.3,60.26
20.8,25,14.5,78,0,4.7,5.9,11.1,63.75
20.8,25,14.5,78,0,4.7,5.9,11.1,63.26
21.6,25,15.3,77,0,4.8,3.9,9.4,68.06
21.6,25,15.3,77,0,4.8,3.9,9.4,58.46
23.3,28,14.9,71,0,4.5,3,9.4,58.24
23.3,28,14.9,71,0,4.5,3,9.4,55.67
25.3,31,16.3,58,0,4.5,6.3,11.1,58.82
25.3,31,16.3,58,0,4.5,6.3,11.1,58.64
25.7,32,19,67,0,4,4.3,9.4,64.14
25.7,32,19,67,0,4,4.3,9.4,64.94
23.8,31.8,16.6,64,0,4.7,4.8,9.4,62.79
23.8,31.8,16.6,64,0,4.7,4.8,9.4,38.84
19.8,27.2,9.5,46,0,4.8,3.9,11.1,48.34
19.8,27.2,9.5,46,0,4.8,3.9,11.1,45.12
20.7,29,9,45,0,4.5,4.6,14.8,65.14
20.7,29,9,45,0,4.5,4.6,14.8,55.8
21.9,29,9.8,47,0,4.8,2.6,9.4,35.07
21.9,29,9.8,47,0,4.8,2.6,9.4,39.32
22.7,30.5,11.9,53,0,4.8,2.8,11.1,44.63
22.7,30.5,11.9,53,0,4.8,2.8,11.1,57.13
23.3,29,15.7,58,0,4,4.3,9.4,46.64
23.3,29,15.7,58,0,4,4.3,9.4,49.41
21.7,29.7,13.8,53,0,4,4.3,11.1,54.83
21.7,29.7,13.8,53,0,4,4.3,11.1,57.06
21.7,29.4,10.9,43,0,4.5,3,11.1,50.34
21.7,29.4,10.9,43,0,4.5,3,11.1,55.59
24.6,30,17.5,61,0,4.2,6.9,11.1,33.05
24.6,30,17.5,61,0,4.2,6.9,11.1,35.27
24.1,29.6,15.7,59,0,4.5,6.7,13,40.97
24.1,29.6,15.7,59,0,4.5,6.7,13,59.27
23.8,29.5,14.8,59,0,4.2,6.9,14.8,62.5
23.8,29.5,14.8,59,0,4.2,6.9,14.8,66.8
23.3,30.9,14,60,0,4.2,4.3,11.1,66.34
23.3,30.9,14,60,0,4.2,4.3,11.1,49.68
23.3,30,13,52,0,4.3,3.7,11.1,45.2
